"Name","Event Type","Description","Contact URL","Booking URL","Contact Phone Number","Booking Phone Number","Venue Name","Address","County","Latitude","Longitude","Is Free To Visit","Price","Start Date","End Date","Start Time","End Time","Recurring Dates"
"Ed Byrne: Tragedy plus Time","Event","Born in County Dublin in 1972, Byrne found a talent in comedy during university in Glasgow, where he put on The Comedy Cellar, where he booked fellow aspiring comedians while developing his own observational style.

Byrne's popularity snowballed throughout the 00s, with shows such as Me Again, Standing Up, Falling Down and Warming Up in the Cold. He also recorded comedy specials including Pedantic and Whimsical, Crowd Pleaser and Roaring Forties. He's also appeared as a guest on the likes of Mock The Week and Never Mind The Buzzcocks (let's not mention getting a pie to the face from Robert Downing Jr. on The Graham Norton Show), plus more.

Don't miss this brilliant new live show in the Gleneagle INEC Club on March 9th, 2025.","https://www.inec.ie/gigs/ed-byrne-tragedy-plus-time/","https://www.ticketmaster.ie/ed-byrne-tragedy-plus-time-co-kerry-09-03-2025/event/18006134E7B59EA3?_ga=2.152281020.401344781.1727768224-603238315.1727768224","00353646671555","00353646671555","Gleneagle INEC Arena","Gleneagle INEC Arena, Muckross Rd, Poulnamuck, Killarney, Kerry","Kerry","52.04446599999999","-9.502486","No","36.15","09/03/2025","09/03/2025",,,"No"
"Mrs Claus and Friends","Event","Step into a winter wonderland at the Casino Model Railway Museum!

This Christmas, the museum will be transformed into a magical gingerbread cottage. Join Mrs. Claus in her kitchen as she bakes delicious holiday treats, watch the elves hard at work in Santa’s toy room, and share your Christmas wishes with the jolly old man himself. Enjoy festive decorations, delightful surprises, and the enchanting atmosphere of a Christmas dream come true.

After the incredible success of last year’s event with Mrs. Claus, we’re thrilled to announce that Santa himself will be making a special appearance at the Casino Model Railway Museum this Christmas!

Readers are advised to check with the venue before relying on the details published here.","https://www.modelrailwaymuseum.ie/mrs-claus-and-friends/","https://bookings.modelrailwaymuseum.ie/Tours","","","The Casino Model Railway Museum","The Casino Model Railway Museum, Dublin Rd, Malahide, Dublin","Dublin","53.450634","-6.1581425","No","10","22/12/2024","22/12/2024","17:00","20:00","Yes"
"Mrs Claus and Friends","Event","Step into a winter wonderland at the Casino Model Railway Museum!

This Christmas, the museum will be transformed into a magical gingerbread cottage. Join Mrs. Claus in her kitchen as she bakes delicious holiday treats, watch the elves hard at work in Santa’s toy room, and share your Christmas wishes with the jolly old man himself. Enjoy festive decorations, delightful surprises, and the enchanting atmosphere of a Christmas dream come true.

After the incredible success of last year’s event with Mrs. Claus, we’re thrilled to announce that Santa himself will be making a special appearance at the Casino Model Railway Museum this Christmas!

Readers are advised to check with the venue before relying on the details published here.","https://www.modelrailwaymuseum.ie/mrs-claus-and-friends/","https://bookings.modelrailwaymuseum.ie/Tours","","","The Casino Model Railway Museum","The Casino Model Railway Museum, Dublin Rd, Malahide, Dublin","Dublin","53.450634","-6.1581425","No","10","21/12/2024","21/12/2024","17:00","20:00","Yes"
"Loughcrew Lightshow","Event","Loughcrew Lightshow, imagination galore. Snow white and the 7 dwarfs are coming to the gardens, special guest Santa Claus is visiting amongst the forest and the wonderland of lights. Marshmallows can be cooked near the elves. An adventurous walk for all ages, full of surprises through our woodlands.

Loughcrew Coffee shop will be serving special christmas treats.

Adult €18 / child €22 / family €70 / under2 or carer €18 / senior or student €17

Readers are advised to check with the venue before relying on the details published here.","https://loughcrewgardens.clr.events/event/136605:loughcrew-lightshow-2024-snow-white-and-the-seven-dwarfs","https://loughcrewgardens.clr.events/event/136605:loughcrew-lightshow-2024-snow-white-and-the-seven-dwarfs","00353498541356","00353498541356","Loughcrew Gardens","Loughcrew Estate, Loughcrew, Oldcastle, Meath","Meath","53.73446190000001","-7.143707799999999","No","18","14/11/2024","23/12/2024",,,"No"
"Guided History Tour & Irish Coffee Demonstration","Event","From opening as the first galleried church in Dublin, the marriage of Arthur Guinness in 1761, George Frideric Handel practicing The Massiah on our Renatus Harris Organ up to modern times and its conversion into The Church Café Bar.

Your tour will finish off with a demonstration on how to make the perfect Irish Coffee!

Bookings are required for this tour which you can booking via the button below and selecting the “Guided history tour & Irish Coffee demonstration” option on our booking widget. The cost of this tour is €15 per person.

Available daily from 11am-4pm.","https://www.thechurch.ie/guided-history-tour-irish-coffee-demonstration/","https://www.thechurch.ie/guided-history-tour-irish-coffee-demonstration/","0035318280102","","The Church Café Bar","The Church Café Bar, Jervis St, North City, Dublin, Dublin","Dublin","53.3486388","-6.266711399999999","No","15","04/10/2024","04/10/2024","17:00","20:00","Yes"
"Guided History Tour & Irish Coffee Demonstration","Event","From opening as the first galleried church in Dublin, the marriage of Arthur Guinness in 1761, George Frideric Handel practicing The Massiah on our Renatus Harris Organ up to modern times and its conversion into The Church Café Bar.

Your tour will finish off with a demonstration on how to make the perfect Irish Coffee!

Bookings are required for this tour which you can booking via the button below and selecting the “Guided history tour & Irish Coffee demonstration” option on our booking widget. The cost of this tour is €15 per person.

Available daily from 11am-4pm.","https://www.thechurch.ie/guided-history-tour-irish-coffee-demonstration/","https://www.thechurch.ie/guided-history-tour-irish-coffee-demonstration/","0035318280102","","The Church Café Bar","The Church Café Bar, Jervis St, North City, Dublin, Dublin","Dublin","53.3486388","-6.266711399999999","No","15","03/10/2024","03/10/2024","17:00","20:00","Yes"
"Guided History Tour & Irish Coffee Demonstration","Event","From opening as the first galleried church in Dublin, the marriage of Arthur Guinness in 1761, George Frideric Handel practicing The Massiah on our Renatus Harris Organ up to modern times and its conversion into The Church Café Bar.

Your tour will finish off with a demonstration on how to make the perfect Irish Coffee!

Bookings are required for this tour which you can booking via the button below and selecting the “Guided history tour & Irish Coffee demonstration” option on our booking widget. The cost of this tour is €15 per person.

Available daily from 11am-4pm.","https://www.thechurch.ie/guided-history-tour-irish-coffee-demonstration/","https://www.thechurch.ie/guided-history-tour-irish-coffee-demonstration/","0035318280102","","The Church Café Bar","The Church Café Bar, Jervis St, North City, Dublin, Dublin","Dublin","53.3486388","-6.266711399999999","No","15","02/10/2024","02/10/2024","17:00","20:00","Yes"
"Santa Experience at Croke Park","Event","A team from the North Pole are setting up a training camp in Croke Park and they’d love you to visit, as they prepare for their special journey around the world on Christmas Eve.

During the Santa Experience, you will join the Ice Patrol team for an exclusive peek inside the North Pole GAA Dressing Rooms, before entering their super Skills Zone, where you can play a 'cool' selection of fun, festive games.

Then it will be time to step into Santa's very special Croke Park cabin to meet the man himself. You can take a photo with Santa and tell him about your predictions for the 2025 GAA All-Ireland Championship!

Every child will receive a small GAA-themed gift and photos will also be available to purchase if you wish.

Ticket prices vary.","https://crokepark.ie/santa","https://crokepark.ie/santa","0035318658689","0035318658689","GAA Museum Croke Park","Croke Park, Jones' Rd, Drumcondra, Dublin","Dublin","53.3607478","-6.251134200000001","No","15","07/12/2024","07/12/2024","13:00","14:00","Yes"
"Enchanted Garden Winter Lights","Festival","Now in it’s 9th year, visitors to this Christmas event will follow a one way system around the gardens and will be met at every turn by magnificent light displays, animal sculptures, dramatic tree and foliage lighting, all of which create an atmosphere filled with old world charm, fuelling the imagination of all who visit.

There will be opportunities to meet live winter characters, stop by the open fire and enjoy Hot Chocolate or Gluhwein. Fairy doors light up for this special event and a selection of carefully chosen classical and enchanting music fills the air. 

This is an event for everyone, from young children to couples, friends and extended family groups. A magical experience for all and is not to be missed. Booking opens 18 October.","https://www.lafcadiohearngardens.com","https://www.lafcadiohearngardens.com/upcoming-events-2024/","00353870960013","00353870960013","Lafcadio Hearn Japanese Gardens","Lafcadio Hearn Japanese Gardens, Tramore House, Pond Rd, Tramore East, Tramore, Waterford","Waterford","52.16330679999999","-7.149873299999998","No","8","13/12/2024","13/12/2024","20:30","23:00","Yes"
"Enchanted Garden Winter Lights","Festival","Now in it’s 9th year, visitors to this Christmas event will follow a one way system around the gardens and will be met at every turn by magnificent light displays, animal sculptures, dramatic tree and foliage lighting, all of which create an atmosphere filled with old world charm, fuelling the imagination of all who visit.

There will be opportunities to meet live winter characters, stop by the open fire and enjoy Hot Chocolate or Gluhwein. Fairy doors light up for this special event and a selection of carefully chosen classical and enchanting music fills the air. 

This is an event for everyone, from young children to couples, friends and extended family groups. A magical experience for all and is not to be missed. Booking opens 18 October.","https://www.lafcadiohearngardens.com","https://www.lafcadiohearngardens.com/upcoming-events-2024/","00353870960013","00353870960013","Lafcadio Hearn Japanese Gardens","Lafcadio Hearn Japanese Gardens, Tramore House, Pond Rd, Tramore East, Tramore, Waterford","Waterford","52.16330679999999","-7.149873299999998","No","8","12/12/2024","12/12/2024","20:30","23:00","Yes"
"Enchanted Garden Winter Lights","Festival","Now in it’s 9th year, visitors to this Christmas event will follow a one way system around the gardens and will be met at every turn by magnificent light displays, animal sculptures, dramatic tree and foliage lighting, all of which create an atmosphere filled with old world charm, fuelling the imagination of all who visit.

There will be opportunities to meet live winter characters, stop by the open fire and enjoy Hot Chocolate or Gluhwein. Fairy doors light up for this special event and a selection of carefully chosen classical and enchanting music fills the air. 

This is an event for everyone, from young children to couples, friends and extended family groups. A magical experience for all and is not to be missed. Booking opens 18 October.","https://www.lafcadiohearngardens.com","https://www.lafcadiohearngardens.com/upcoming-events-2024/","00353870960013","00353870960013","Lafcadio Hearn Japanese Gardens","Lafcadio Hearn Japanese Gardens, Tramore House, Pond Rd, Tramore East, Tramore, Waterford","Waterford","52.16330679999999","-7.149873299999998","No","8","08/12/2024","08/12/2024","20:30","23:00","Yes"
"Enchanted Garden Winter Lights","Festival","Now in it’s 9th year, visitors to this Christmas event will follow a one way system around the gardens and will be met at every turn by magnificent light displays, animal sculptures, dramatic tree and foliage lighting, all of which create an atmosphere filled with old world charm, fuelling the imagination of all who visit.

There will be opportunities to meet live winter characters, stop by the open fire and enjoy Hot Chocolate or Gluhwein. Fairy doors light up for this special event and a selection of carefully chosen classical and enchanting music fills the air. 

This is an event for everyone, from young children to couples, friends and extended family groups. A magical experience for all and is not to be missed. Booking opens 18 October.","https://www.lafcadiohearngardens.com","https://www.lafcadiohearngardens.com/upcoming-events-2024/","00353870960013","00353870960013","Lafcadio Hearn Japanese Gardens","Lafcadio Hearn Japanese Gardens, Tramore House, Pond Rd, Tramore East, Tramore, Waterford","Waterford","52.16330679999999","-7.149873299999998","No","8","14/12/2024","14/12/2024","20:30","23:00","Yes"
"Enchanted Garden Winter Lights","Festival","Now in it’s 9th year, visitors to this Christmas event will follow a one way system around the gardens and will be met at every turn by magnificent light displays, animal sculptures, dramatic tree and foliage lighting, all of which create an atmosphere filled with old world charm, fuelling the imagination of all who visit.

There will be opportunities to meet live winter characters, stop by the open fire and enjoy Hot Chocolate or Gluhwein. Fairy doors light up for this special event and a selection of carefully chosen classical and enchanting music fills the air. 

This is an event for everyone, from young children to couples, friends and extended family groups. A magical experience for all and is not to be missed. Booking opens 18 October.","https://www.lafcadiohearngardens.com","https://www.lafcadiohearngardens.com/upcoming-events-2024/","00353870960013","00353870960013","Lafcadio Hearn Japanese Gardens","Lafcadio Hearn Japanese Gardens, Tramore House, Pond Rd, Tramore East, Tramore, Waterford","Waterford","52.16330679999999","-7.149873299999998","No","8","19/12/2024","19/12/2024","20:30","23:00","Yes"
"Enchanted Garden Winter Lights","Festival","Now in it’s 9th year, visitors to this Christmas event will follow a one way system around the gardens and will be met at every turn by magnificent light displays, animal sculptures, dramatic tree and foliage lighting, all of which create an atmosphere filled with old world charm, fuelling the imagination of all who visit.

There will be opportunities to meet live winter characters, stop by the open fire and enjoy Hot Chocolate or Gluhwein. Fairy doors light up for this special event and a selection of carefully chosen classical and enchanting music fills the air. 

This is an event for everyone, from young children to couples, friends and extended family groups. A magical experience for all and is not to be missed. Booking opens 18 October.","https://www.lafcadiohearngardens.com","https://www.lafcadiohearngardens.com/upcoming-events-2024/","00353870960013","00353870960013","Lafcadio Hearn Japanese Gardens","Lafcadio Hearn Japanese Gardens, Tramore House, Pond Rd, Tramore East, Tramore, Waterford","Waterford","52.16330679999999","-7.149873299999998","No","8","18/12/2024","18/12/2024","20:30","23:00","Yes"
"Enchanted Garden Winter Lights","Festival","Now in it’s 9th year, visitors to this Christmas event will follow a one way system around the gardens and will be met at every turn by magnificent light displays, animal sculptures, dramatic tree and foliage lighting, all of which create an atmosphere filled with old world charm, fuelling the imagination of all who visit.

There will be opportunities to meet live winter characters, stop by the open fire and enjoy Hot Chocolate or Gluhwein. Fairy doors light up for this special event and a selection of carefully chosen classical and enchanting music fills the air. 

This is an event for everyone, from young children to couples, friends and extended family groups. A magical experience for all and is not to be missed. Booking opens 18 October.","https://www.lafcadiohearngardens.com","https://www.lafcadiohearngardens.com/upcoming-events-2024/","00353870960013","00353870960013","Lafcadio Hearn Japanese Gardens","Lafcadio Hearn Japanese Gardens, Tramore House, Pond Rd, Tramore East, Tramore, Waterford","Waterford","52.16330679999999","-7.149873299999998","No","8","15/12/2024","15/12/2024","20:30","23:00","Yes"
"Enchanted Garden Winter Lights","Festival","Now in it’s 9th year, visitors to this Christmas event will follow a one way system around the gardens and will be met at every turn by magnificent light displays, animal sculptures, dramatic tree and foliage lighting, all of which create an atmosphere filled with old world charm, fuelling the imagination of all who visit.

There will be opportunities to meet live winter characters, stop by the open fire and enjoy Hot Chocolate or Gluhwein. Fairy doors light up for this special event and a selection of carefully chosen classical and enchanting music fills the air. 

This is an event for everyone, from young children to couples, friends and extended family groups. A magical experience for all and is not to be missed. Booking opens 18 October.","https://www.lafcadiohearngardens.com","https://www.lafcadiohearngardens.com/upcoming-events-2024/","00353870960013","00353870960013","Lafcadio Hearn Japanese Gardens","Lafcadio Hearn Japanese Gardens, Tramore House, Pond Rd, Tramore East, Tramore, Waterford","Waterford","52.16330679999999","-7.149873299999998","No","8","30/11/2024","30/11/2024","20:30","23:00","Yes"
"Enchanted Garden Winter Lights","Festival","Now in it’s 9th year, visitors to this Christmas event will follow a one way system around the gardens and will be met at every turn by magnificent light displays, animal sculptures, dramatic tree and foliage lighting, all of which create an atmosphere filled with old world charm, fuelling the imagination of all who visit.

There will be opportunities to meet live winter characters, stop by the open fire and enjoy Hot Chocolate or Gluhwein. Fairy doors light up for this special event and a selection of carefully chosen classical and enchanting music fills the air. 

This is an event for everyone, from young children to couples, friends and extended family groups. A magical experience for all and is not to be missed. Booking opens 18 October.","https://www.lafcadiohearngardens.com","https://www.lafcadiohearngardens.com/upcoming-events-2024/","00353870960013","00353870960013","Lafcadio Hearn Japanese Gardens","Lafcadio Hearn Japanese Gardens, Tramore House, Pond Rd, Tramore East, Tramore, Waterford","Waterford","52.16330679999999","-7.149873299999998","No","8","29/11/2024","29/11/2024","20:30","23:00","Yes"
"Seven Drunken Nights - The Story Of The Dubliners","Event","In association with legendary Irish pub O’Donoghues, you are invited to join a talented cast of seasoned musicians dedicated to bringing the music of this iconic group back to life.

Steeped in song, story and revelry, this spectacular tale celebrates The Dubliners, Ireland’s favourite musical sons in authentic style. This critically acclaimed production spans half a century, invoking the spirit of Ronnie Drew, Luke Kelly, Barney McKenna, John Sheahan, Ciaran Bourke & Jim McCann.

Come join them for an unforgettable night and see why lifelong Dubliner devotees and new fans alike are singing high praise for this amazing production direct from the West End.

 Readers are advised to check with the venue before relying on the details published here.","https://www.3olympia.ie/whats-on/seven-drunken-nights","https://www.ticketmaster.ie/seven-drunken-nights-the-story-of-the-dubliners-tickets/artist/5233795?brand=ie_3olympia&venueId=198239","0035316793323","0035316793323","3Olympia Theatre","3Olympia Theatre, 72 Dame St, Temple Bar, Dublin, Dublin","Dublin","53.34430949999999","-6.2660651","No","41.55","07/06/2025","07/06/2025","20:30","23:00","Yes"
"Enchanted Garden Winter Lights","Festival","Now in it’s 9th year, visitors to this Christmas event will follow a one way system around the gardens and will be met at every turn by magnificent light displays, animal sculptures, dramatic tree and foliage lighting, all of which create an atmosphere filled with old world charm, fuelling the imagination of all who visit.

There will be opportunities to meet live winter characters, stop by the open fire and enjoy Hot Chocolate or Gluhwein. Fairy doors light up for this special event and a selection of carefully chosen classical and enchanting music fills the air. 

This is an event for everyone, from young children to couples, friends and extended family groups. A magical experience for all and is not to be missed. Booking opens 18 October.","https://www.lafcadiohearngardens.com","https://www.lafcadiohearngardens.com/upcoming-events-2024/","00353870960013","00353870960013","Lafcadio Hearn Japanese Gardens","Lafcadio Hearn Japanese Gardens, Tramore House, Pond Rd, Tramore East, Tramore, Waterford","Waterford","52.16330679999999","-7.149873299999998","No","8","01/12/2024","01/12/2024","20:30","23:00","Yes"
"Enchanted Garden Winter Lights","Festival","Now in it’s 9th year, visitors to this Christmas event will follow a one way system around the gardens and will be met at every turn by magnificent light displays, animal sculptures, dramatic tree and foliage lighting, all of which create an atmosphere filled with old world charm, fuelling the imagination of all who visit.

There will be opportunities to meet live winter characters, stop by the open fire and enjoy Hot Chocolate or Gluhwein. Fairy doors light up for this special event and a selection of carefully chosen classical and enchanting music fills the air. 

This is an event for everyone, from young children to couples, friends and extended family groups. A magical experience for all and is not to be missed. Booking opens 18 October.","https://www.lafcadiohearngardens.com","https://www.lafcadiohearngardens.com/upcoming-events-2024/","00353870960013","00353870960013","Lafcadio Hearn Japanese Gardens","Lafcadio Hearn Japanese Gardens, Tramore House, Pond Rd, Tramore East, Tramore, Waterford","Waterford","52.16330679999999","-7.149873299999998","No","8","07/12/2024","07/12/2024","20:30","23:00","Yes"
"Enchanted Garden Winter Lights","Festival","Now in it’s 9th year, visitors to this Christmas event will follow a one way system around the gardens and will be met at every turn by magnificent light displays, animal sculptures, dramatic tree and foliage lighting, all of which create an atmosphere filled with old world charm, fuelling the imagination of all who visit.

There will be opportunities to meet live winter characters, stop by the open fire and enjoy Hot Chocolate or Gluhwein. Fairy doors light up for this special event and a selection of carefully chosen classical and enchanting music fills the air. 

This is an event for everyone, from young children to couples, friends and extended family groups. A magical experience for all and is not to be missed. Booking opens 18 October.","https://www.lafcadiohearngardens.com","https://www.lafcadiohearngardens.com/upcoming-events-2024/","00353870960013","00353870960013","Lafcadio Hearn Japanese Gardens","Lafcadio Hearn Japanese Gardens, Tramore House, Pond Rd, Tramore East, Tramore, Waterford","Waterford","52.16330679999999","-7.149873299999998","No","8","06/12/2024","06/12/2024","20:30","23:00","Yes"
"Enchanted Garden Winter Lights","Festival","Now in it’s 9th year, visitors to this Christmas event will follow a one way system around the gardens and will be met at every turn by magnificent light displays, animal sculptures, dramatic tree and foliage lighting, all of which create an atmosphere filled with old world charm, fuelling the imagination of all who visit.

There will be opportunities to meet live winter characters, stop by the open fire and enjoy Hot Chocolate or Gluhwein. Fairy doors light up for this special event and a selection of carefully chosen classical and enchanting music fills the air. 

This is an event for everyone, from young children to couples, friends and extended family groups. A magical experience for all and is not to be missed. Booking opens 18 October.","https://www.lafcadiohearngardens.com","https://www.lafcadiohearngardens.com/upcoming-events-2024/","00353870960013","00353870960013","Lafcadio Hearn Japanese Gardens","Lafcadio Hearn Japanese Gardens, Tramore House, Pond Rd, Tramore East, Tramore, Waterford","Waterford","52.16330679999999","-7.149873299999998","No","8","05/12/2024","05/12/2024","20:30","23:00","Yes"
"Enchanted Garden Winter Lights","Festival","Now in it’s 9th year, visitors to this Christmas event will follow a one way system around the gardens and will be met at every turn by magnificent light displays, animal sculptures, dramatic tree and foliage lighting, all of which create an atmosphere filled with old world charm, fuelling the imagination of all who visit.

There will be opportunities to meet live winter characters, stop by the open fire and enjoy Hot Chocolate or Gluhwein. Fairy doors light up for this special event and a selection of carefully chosen classical and enchanting music fills the air. 

This is an event for everyone, from young children to couples, friends and extended family groups. A magical experience for all and is not to be missed. Booking opens 18 October.","https://www.lafcadiohearngardens.com","https://www.lafcadiohearngardens.com/upcoming-events-2024/","00353870960013","00353870960013","Lafcadio Hearn Japanese Gardens","Lafcadio Hearn Japanese Gardens, Tramore House, Pond Rd, Tramore East, Tramore, Waterford","Waterford","52.16330679999999","-7.149873299999998","No","8","20/12/2024","20/12/2024","20:30","23:00","Yes"
"Santa Experience at Croke Park","Event","A team from the North Pole are setting up a training camp in Croke Park and they’d love you to visit, as they prepare for their special journey around the world on Christmas Eve.

During the Santa Experience, you will join the Ice Patrol team for an exclusive peek inside the North Pole GAA Dressing Rooms, before entering their super Skills Zone, where you can play a 'cool' selection of fun, festive games.

Then it will be time to step into Santa's very special Croke Park cabin to meet the man himself. You can take a photo with Santa and tell him about your predictions for the 2025 GAA All-Ireland Championship!

Every child will receive a small GAA-themed gift and photos will also be available to purchase if you wish.

Ticket prices vary.","https://crokepark.ie/santa","https://crokepark.ie/santa","0035318658689","0035318658689","GAA Museum Croke Park","Croke Park, Jones' Rd, Drumcondra, Dublin","Dublin","53.3607478","-6.251134200000001","No","15","24/11/2024","24/11/2024","13:00","14:00","Yes"
"Santa Experience at Croke Park","Event","A team from the North Pole are setting up a training camp in Croke Park and they’d love you to visit, as they prepare for their special journey around the world on Christmas Eve.

During the Santa Experience, you will join the Ice Patrol team for an exclusive peek inside the North Pole GAA Dressing Rooms, before entering their super Skills Zone, where you can play a 'cool' selection of fun, festive games.

Then it will be time to step into Santa's very special Croke Park cabin to meet the man himself. You can take a photo with Santa and tell him about your predictions for the 2025 GAA All-Ireland Championship!

Every child will receive a small GAA-themed gift and photos will also be available to purchase if you wish.

Ticket prices vary.","https://crokepark.ie/santa","https://crokepark.ie/santa","0035318658689","0035318658689","GAA Museum Croke Park","Croke Park, Jones' Rd, Drumcondra, Dublin","Dublin","53.3607478","-6.251134200000001","No","15","23/11/2024","23/11/2024","13:00","14:00","Yes"
"Enchanted Garden Winter Lights","Festival","Now in it’s 9th year, visitors to this Christmas event will follow a one way system around the gardens and will be met at every turn by magnificent light displays, animal sculptures, dramatic tree and foliage lighting, all of which create an atmosphere filled with old world charm, fuelling the imagination of all who visit.

There will be opportunities to meet live winter characters, stop by the open fire and enjoy Hot Chocolate or Gluhwein. Fairy doors light up for this special event and a selection of carefully chosen classical and enchanting music fills the air. 

This is an event for everyone, from young children to couples, friends and extended family groups. A magical experience for all and is not to be missed. Booking opens 18 October.","https://www.lafcadiohearngardens.com","https://www.lafcadiohearngardens.com/upcoming-events-2024/","00353870960013","00353870960013","Lafcadio Hearn Japanese Gardens","Lafcadio Hearn Japanese Gardens, Tramore House, Pond Rd, Tramore East, Tramore, Waterford","Waterford","52.16330679999999","-7.149873299999998","No","8","31/12/2024","31/12/2024","20:30","23:00","Yes"
"Santa Experience at Croke Park","Event","A team from the North Pole are setting up a training camp in Croke Park and they’d love you to visit, as they prepare for their special journey around the world on Christmas Eve.

During the Santa Experience, you will join the Ice Patrol team for an exclusive peek inside the North Pole GAA Dressing Rooms, before entering their super Skills Zone, where you can play a 'cool' selection of fun, festive games.

Then it will be time to step into Santa's very special Croke Park cabin to meet the man himself. You can take a photo with Santa and tell him about your predictions for the 2025 GAA All-Ireland Championship!

Every child will receive a small GAA-themed gift and photos will also be available to purchase if you wish.

Ticket prices vary.","https://crokepark.ie/santa","https://crokepark.ie/santa","0035318658689","0035318658689","GAA Museum Croke Park","Croke Park, Jones' Rd, Drumcondra, Dublin","Dublin","53.3607478","-6.251134200000001","No","15","29/11/2024","29/11/2024","13:00","14:00","Yes"
"Santa Experience at Croke Park","Event","A team from the North Pole are setting up a training camp in Croke Park and they’d love you to visit, as they prepare for their special journey around the world on Christmas Eve.

During the Santa Experience, you will join the Ice Patrol team for an exclusive peek inside the North Pole GAA Dressing Rooms, before entering their super Skills Zone, where you can play a 'cool' selection of fun, festive games.

Then it will be time to step into Santa's very special Croke Park cabin to meet the man himself. You can take a photo with Santa and tell him about your predictions for the 2025 GAA All-Ireland Championship!

Every child will receive a small GAA-themed gift and photos will also be available to purchase if you wish.

Ticket prices vary.","https://crokepark.ie/santa","https://crokepark.ie/santa","0035318658689","0035318658689","GAA Museum Croke Park","Croke Park, Jones' Rd, Drumcondra, Dublin","Dublin","53.3607478","-6.251134200000001","No","15","06/12/2024","06/12/2024","13:00","14:00","Yes"
"Santa Experience at Croke Park","Event","A team from the North Pole are setting up a training camp in Croke Park and they’d love you to visit, as they prepare for their special journey around the world on Christmas Eve.

During the Santa Experience, you will join the Ice Patrol team for an exclusive peek inside the North Pole GAA Dressing Rooms, before entering their super Skills Zone, where you can play a 'cool' selection of fun, festive games.

Then it will be time to step into Santa's very special Croke Park cabin to meet the man himself. You can take a photo with Santa and tell him about your predictions for the 2025 GAA All-Ireland Championship!

Every child will receive a small GAA-themed gift and photos will also be available to purchase if you wish.

Ticket prices vary.","https://crokepark.ie/santa","https://crokepark.ie/santa","0035318658689","0035318658689","GAA Museum Croke Park","Croke Park, Jones' Rd, Drumcondra, Dublin","Dublin","53.3607478","-6.251134200000001","No","15","01/12/2024","01/12/2024","13:00","14:00","Yes"
"Santa Experience at Croke Park","Event","A team from the North Pole are setting up a training camp in Croke Park and they’d love you to visit, as they prepare for their special journey around the world on Christmas Eve.

During the Santa Experience, you will join the Ice Patrol team for an exclusive peek inside the North Pole GAA Dressing Rooms, before entering their super Skills Zone, where you can play a 'cool' selection of fun, festive games.

Then it will be time to step into Santa's very special Croke Park cabin to meet the man himself. You can take a photo with Santa and tell him about your predictions for the 2025 GAA All-Ireland Championship!

Every child will receive a small GAA-themed gift and photos will also be available to purchase if you wish.

Ticket prices vary.","https://crokepark.ie/santa","https://crokepark.ie/santa","0035318658689","0035318658689","GAA Museum Croke Park","Croke Park, Jones' Rd, Drumcondra, Dublin","Dublin","53.3607478","-6.251134200000001","No","15","30/11/2024","30/11/2024","13:00","14:00","Yes"
"Enchanted Garden Winter Lights","Festival","Now in it’s 9th year, visitors to this Christmas event will follow a one way system around the gardens and will be met at every turn by magnificent light displays, animal sculptures, dramatic tree and foliage lighting, all of which create an atmosphere filled with old world charm, fuelling the imagination of all who visit.

There will be opportunities to meet live winter characters, stop by the open fire and enjoy Hot Chocolate or Gluhwein. Fairy doors light up for this special event and a selection of carefully chosen classical and enchanting music fills the air. 

This is an event for everyone, from young children to couples, friends and extended family groups. A magical experience for all and is not to be missed. Booking opens 18 October.","https://www.lafcadiohearngardens.com","https://www.lafcadiohearngardens.com/upcoming-events-2024/","00353870960013","00353870960013","Lafcadio Hearn Japanese Gardens","Lafcadio Hearn Japanese Gardens, Tramore House, Pond Rd, Tramore East, Tramore, Waterford","Waterford","52.16330679999999","-7.149873299999998","No","8","23/12/2024","23/12/2024","20:30","23:00","Yes"
"Enchanted Garden Winter Lights","Festival","Now in it’s 9th year, visitors to this Christmas event will follow a one way system around the gardens and will be met at every turn by magnificent light displays, animal sculptures, dramatic tree and foliage lighting, all of which create an atmosphere filled with old world charm, fuelling the imagination of all who visit.

There will be opportunities to meet live winter characters, stop by the open fire and enjoy Hot Chocolate or Gluhwein. Fairy doors light up for this special event and a selection of carefully chosen classical and enchanting music fills the air. 

This is an event for everyone, from young children to couples, friends and extended family groups. A magical experience for all and is not to be missed. Booking opens 18 October.","https://www.lafcadiohearngardens.com","https://www.lafcadiohearngardens.com/upcoming-events-2024/","00353870960013","00353870960013","Lafcadio Hearn Japanese Gardens","Lafcadio Hearn Japanese Gardens, Tramore House, Pond Rd, Tramore East, Tramore, Waterford","Waterford","52.16330679999999","-7.149873299999998","No","8","22/12/2024","22/12/2024","20:30","23:00","Yes"
